PropTypeDescription,Acreage,SpecificPropTypeDescription,NbhdCode2,Land Value,Total Value,TotGLA,Tot Bsmt,EffYearBuilt_Weighted,Quality_Weighted,Main_StyleDesc,FullBaths_Total,HalfBaths_Total,BsmtFinishPct_Weighted,Laundry_Count,KitchenCount,CarportArea,CarportCapacity,GarageArea,GarageCapacity,Count_DetGarage,SqFt_DetGarage,Count_ DetCarport,SqFt_DetCarport,Count_Barn,Sqft_Barn,Count_Guest_House,SqFt_Guest_House,Count_Pools,SqFt_Pools,Count_Recreational_Courts,SqFt_Recreational_Courts,Count_Shed,SqFt_Shed,Count_Gazebo_Pavilion,SqFt_Gazebo_Pavilion,Sold Price,Sold Date,Concessions Amount,segment,Age,Adj_Price
Single Family Res,0.42,RESIDENTIAL,C," $105,137.00 "," $265,460.00 ",1425.0,0.0,1996.0,3.0,One Story,1.0,0.0,0.0,1.0,1.0,0.0,0.0,408.0,2.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,130.0,0.0,,355000.0,2025-10-03,0.0,Residential,76.0,355000.0
Single Family Res,0.42,RESIDENTIAL,C," $105,137.00 "," $265,460.00 ",1425.0,0.0,1996.0,3.0,One Story,1.0,0.0,0.0,1.0,1.0,0.0,0.0,408.0,2.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,130.0,0.0,,355000.0,2025-10-03,0.0,Residential,76.0,355000.0
Single Family Res,0.42,RESIDENTIAL,C," $105,137.00 "," $265,460.00 ",1425.0,0.0,1996.0,3.0,One Story,1.0,0.0,0.0,1.0,1.0,0.0,0.0,408.0,2.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,130.0,0.0,,355000.0,2025-10-03,0.0,Land Sales,76.0,355000.0
Single Family Res,0.42,RESIDENTIAL,C," $105,137.00 "," $265,460.00 ",1425.0,0.0,1996.0,3.0,One Story,1.0,0.0,0.0,1.0,1.0,0.0,0.0,408.0,2.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,130.0,0.0,,355000.0,2025-10-03,0.0,Land Sales,76.0,355000.0
Single Family Res,0.2,RESIDENTIAL,C," $76,851.00 "," $320,060.00 ",1125.0,1125.0,2000.0,3.0,One Story,2.0,0.0,1.0,1.0,1.0,260.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,210.0,0.0,,310000.0,2024-03-13,0.0,Residential,53.0,310000.0
Single Family Res,0.2,RESIDENTIAL,C," $76,851.00 "," $320,060.00 ",1125.0,1125.0,2000.0,3.0,One Story,2.0,0.0,1.0,1.0,1.0,260.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,210.0,0.0,,310000.0,2024-03-13,0.0,Land Sales,53.0,310000.0
Single Family Res,0.18,RESIDENTIAL,C," $73,506.00 "," $300,820.00 ",1125.0,850.0,1996.0,3.0,One Story,2.0,0.0,1.0,1.0,1.0,840.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,270000.0,2023-09-08,0.0,Residential,72.0,270000.0
Single Family Res,0.18,RESIDENTIAL,C," $73,506.00 "," $300,820.00 ",1125.0,850.0,1996.0,3.0,One Story,2.0,0.0,1.0,1.0,1.0,840.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,270000.0,2023-09-08,0.0,Land Sales,72.0,270000.0
Single Family Res,0.12,RESIDENTIAL,C," $61,936.00 "," $330,781.00 ",1152.0,1104.0,2002.0,3.5,Bi-Level,2.0,0.0,0.9,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,365000.0,2025-12-02,0.0,Residential,47.0,365000.0
Single Family Res,0.12,RESIDENTIAL,C," $61,936.00 "," $330,781.00 ",1152.0,1104.0,2002.0,3.5,Bi-Level,2.0,0.0,0.9,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,365000.0,2025-12-02,0.0,Land Sales,47.0,365000.0
Single Family Res,0.37,RESIDENTIAL,C," $99,656.00 "," $338,308.00 ",1271.0,1271.0,1998.0,3.0,One Story,1.0,1.0,0.4,1.0,1.0,0.0,0.0,425.0,2.0,,,,,,,,,,,,,,,,,439000.0,2022-04-07,0.0,Residential,62.0,439000.0
Single Family Res,0.37,RESIDENTIAL,C," $99,656.00 "," $338,308.00 ",1271.0,1271.0,1998.0,3.0,One Story,1.0,1.0,0.4,1.0,1.0,0.0,0.0,425.0,2.0,,,,,,,,,,,,,,,,,439000.0,2022-04-07,0.0,Land Sales,62.0,439000.0
Single Family Res,0.39,RESIDENTIAL,C," $112,087.00 "," $331,940.00 ",1645.0,0.0,1994.0,3.5,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,340.0,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,200.0,0.0,,325000.0,2025-10-20,0.0,Residential,163.0,325000.0
Single Family Res,0.39,RESIDENTIAL,C," $112,087.00 "," $331,940.00 ",1645.0,0.0,1994.0,3.5,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,340.0,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,200.0,0.0,,325000.0,2025-10-20,0.0,Land Sales,163.0,325000.0
Single Family Res,0.12,RESIDENTIAL,C," $61,936.00 "," $187,189.00 ",698.0,0.0,1997.0,3.5,One Story,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,100.0,0.0,,228000.0,2025-12-03,0.0,Residential,71.0,228000.0
Single Family Res,0.12,RESIDENTIAL,C," $61,936.00 "," $187,189.00 ",698.0,0.0,1997.0,3.5,One Story,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,100.0,0.0,,228000.0,2025-12-03,0.0,Land Sales,71.0,228000.0
Res Plex (2 - 4),0.35,DUPLEX,C," $79,340.00 "," $195,535.00 ",1456.0,0.0,1996.0,2.5,Duplex,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,199999.0,2025-06-13,0.0,Multi-Family,74.0,199999.0
Single Family Res,0.31,RESIDENTIAL,C," $92,479.00 "," $290,504.00 ",1140.0,500.0,2002.0,3.0,One Story,1.0,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,325000.0,2023-07-07,0.0,Residential,99.0,325000.0
Single Family Res,0.31,RESIDENTIAL,C," $92,479.00 "," $290,504.00 ",1140.0,500.0,2002.0,3.0,One Story,1.0,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,325000.0,2023-07-07,0.0,Land Sales,99.0,325000.0
Single Family Res,0.19,RESIDENTIAL,C," $75,204.00 "," $317,291.00 ",2132.0,871.0,1994.0,3.0,One Story,3.0,0.0,0.0,1.0,1.0,484.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,345000.0,2023-06-27,0.0,Residential,157.0,345000.0
Single Family Res,0.19,RESIDENTIAL,C," $75,204.00 "," $317,291.00 ",2132.0,871.0,1994.0,3.0,One Story,3.0,0.0,0.0,1.0,1.0,484.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,345000.0,2023-06-27,0.0,Land Sales,157.0,345000.0
Single Family Res,0.74,RESIDENTIAL,C," $133,554.00 "," $361,386.00 ",1183.0,0.0,1995.0,3.0,One Story,2.0,0.0,0.0,1.0,1.0,351.0,1.0,0.0,0.0,2.0,1180.0,1.0,330.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,360000.0,2023-01-13,0.0,Residential,80.0,360000.0
Single Family Res,0.74,RESIDENTIAL,C," $133,554.00 "," $361,386.00 ",1183.0,0.0,1995.0,3.0,One Story,2.0,0.0,0.0,1.0,1.0,351.0,1.0,0.0,0.0,2.0,1180.0,1.0,330.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,375000.0,2024-04-01,0.0,Residential,80.0,375000.0
Single Family Res,0.74,RESIDENTIAL,C," $133,554.00 "," $361,386.00 ",1183.0,0.0,1995.0,3.0,One Story,2.0,0.0,0.0,1.0,1.0,351.0,1.0,0.0,0.0,2.0,1180.0,1.0,330.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,360000.0,2023-01-13,0.0,Land Sales,80.0,360000.0
Single Family Res,0.74,RESIDENTIAL,C," $133,554.00 "," $361,386.00 ",1183.0,0.0,1995.0,3.0,One Story,2.0,0.0,0.0,1.0,1.0,351.0,1.0,0.0,0.0,2.0,1180.0,1.0,330.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,375000.0,2024-04-01,0.0,Land Sales,80.0,375000.0
MH Park,0.6,MOBILE HOME PARK/RV Park,C," $77,363.00 "," $100,547.00 ",5600.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,415000.0,2022-06-08,0.0,Multi-Family,,415000.0
Single Family Res,0.1,RESIDENTIAL,C," $51,201.00 "," $469,332.00 ",3035.0,0.0,2014.0,3.0,Two Story,3.0,0.0,0.0,1.0,1.0,0.0,0.0,292.0,1.0,,,,,,,,,,,,,,,,,480000.0,2022-02-23,0.0,Residential,19.0,480000.0
Single Family Res,0.1,RESIDENTIAL,C," $51,201.00 "," $469,332.00 ",3035.0,0.0,2014.0,3.0,Two Story,3.0,0.0,0.0,1.0,1.0,0.0,0.0,292.0,1.0,,,,,,,,,,,,,,,,,480000.0,2022-02-23,0.0,Land Sales,19.0,480000.0
Single Family Res,0.307,RESIDENTIAL,C," $82,232.00 "," $381,097.00 ",1533.0,1092.0,1996.0,3.0,One Story,3.0,1.0,1.0,1.0,1.0,0.0,0.0,322.0,1.0,,,,,,,,,,,,,,,,,415000.0,2025-05-16,0.0,Residential,72.0,415000.0
Single Family Res,0.307,RESIDENTIAL,C," $82,232.00 "," $381,097.00 ",1533.0,1092.0,1996.0,3.0,One Story,3.0,1.0,1.0,1.0,1.0,0.0,0.0,322.0,1.0,,,,,,,,,,,,,,,,,415000.0,2025-05-16,0.0,Land Sales,72.0,415000.0
Single Family Res,0.53,RESIDENTIAL,C," $103,564.00 "," $398,121.00 ",1503.0,1503.0,1997.0,3.0,One Story,2.0,1.0,0.97,1.0,1.0,0.0,0.0,376.0,2.0,,,,,,,,,,,,,,,,,350000.0,2024-06-18,0.0,Residential,69.0,350000.0
Single Family Res,0.53,RESIDENTIAL,C," $103,564.00 "," $398,121.00 ",1503.0,1503.0,1997.0,3.0,One Story,2.0,1.0,0.97,1.0,1.0,0.0,0.0,376.0,2.0,,,,,,,,,,,,,,,,,350000.0,2024-06-18,0.0,Land Sales,69.0,350000.0
Single Family Res,0.29,RESIDENTIAL,C," $80,277.00 "," $265,580.00 ",2052.0,0.0,1996.0,2.5,One Story,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,160.0,0.0,,0.0,,0.0,,0.0,,1.0,60.0,0.0,,240000.0,2023-03-29,0.0,Residential,147.0,240000.0
Single Family Res,0.29,RESIDENTIAL,C," $80,277.00 "," $265,580.00 ",2052.0,0.0,1996.0,2.5,One Story,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,160.0,0.0,,0.0,,0.0,,0.0,,1.0,60.0,0.0,,240000.0,2023-03-29,0.0,Land Sales,147.0,240000.0
Single Family Res,0.39,RESIDENTIAL,C," $90,979.00 "," $406,607.00 ",1244.0,1259.0,2001.0,3.0,One Story,3.0,0.0,1.0,1.0,1.0,0.0,0.0,504.0,2.0,1.0,1350.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,460000.0,2024-09-30,0.0,Residential,52.0,460000.0
Single Family Res,0.39,RESIDENTIAL,C," $90,979.00 "," $406,607.00 ",1244.0,1259.0,2001.0,3.0,One Story,3.0,0.0,1.0,1.0,1.0,0.0,0.0,504.0,2.0,1.0,1350.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,460000.0,2024-09-30,0.0,Land Sales,52.0,460000.0
Single Family Res,0.26,RESIDENTIAL,C," $76,659.00 "," $413,919.00 ",2224.0,735.0,1994.0,3.5,One and One Half,2.0,0.0,0.9,1.0,1.0,0.0,0.0,795.0,3.0,,,,,,,,,,,,,,,,,451100.0,2022-05-20,0.0,Residential,102.0,451100.0
Single Family Res,0.26,RESIDENTIAL,C," $76,659.00 "," $413,919.00 ",2224.0,735.0,1994.0,3.5,One and One Half,2.0,0.0,0.9,1.0,1.0,0.0,0.0,795.0,3.0,,,,,,,,,,,,,,,,,451100.0,2022-05-20,0.0,Land Sales,102.0,451100.0
Single Family Res,0.36,RESIDENTIAL,C," $98,509.00 "," $347,206.00 ",1322.0,1322.0,1996.0,3.0,One Story,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,958.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,541007.0,2024-02-29,0.0,Residential,76.0,541007.0
Single Family Res,0.36,RESIDENTIAL,C," $98,509.00 "," $347,206.00 ",1322.0,1322.0,1996.0,3.0,One Story,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,958.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,541007.0,2024-02-29,0.0,Land Sales,76.0,541007.0
Single Family Res,0.36,RESIDENTIAL,C," $98,509.00 "," $370,581.00 ",1069.0,780.0,2003.0,3.0,One Story,2.0,1.0,1.0,1.0,1.0,0.0,0.0,869.0,3.0,1.0,288.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,389000.0,2023-06-28,0.0,Residential,73.0,389000.0
Single Family Res,0.36,RESIDENTIAL,C," $98,509.00 "," $370,581.00 ",1069.0,780.0,2003.0,3.0,One Story,2.0,1.0,1.0,1.0,1.0,0.0,0.0,869.0,3.0,1.0,288.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,389000.0,2023-06-28,0.0,Land Sales,73.0,389000.0
Single Family Res,0.28,RESIDENTIAL,C," $88,588.00 "," $250,297.00 ",1157.0,300.0,1994.0,3.0,One Story,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,460.0,0.0,,491304.0,2022-04-11,0.0,Residential,106.0,491304.0
Single Family Res,0.28,RESIDENTIAL,C," $88,588.00 "," $250,297.00 ",1157.0,300.0,1994.0,3.0,One Story,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,460.0,0.0,,491304.0,2022-04-11,0.0,Land Sales,106.0,491304.0
Single Family Res,0.25,RESIDENTIAL,C," $84,447.00 "," $268,265.00 ",1124.0,820.0,1995.0,3.0,One Story,1.0,1.0,0.5,1.0,1.0,397.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,110.0,0.0,,425000.0,2022-04-05,0.0,Residential,80.0,425000.0
Single Family Res,0.25,RESIDENTIAL,C," $84,447.00 "," $268,265.00 ",1124.0,820.0,1995.0,3.0,One Story,1.0,1.0,0.5,1.0,1.0,397.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,110.0,0.0,,425000.0,2022-04-05,0.0,Land Sales,80.0,425000.0
Single Family Res,0.15,RESIDENTIAL,C," $68,057.00 "," $421,102.00 ",2148.0,0.0,2004.0,3.0,One and One Half (Unifinished 2nd),2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,529.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,335000.0,2022-08-12,0.0,Residential,39.0,335000.0
Single Family Res,0.15,RESIDENTIAL,C," $68,057.00 "," $421,102.00 ",2148.0,0.0,2004.0,3.0,One and One Half (Unifinished 2nd),2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,529.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,335000.0,2022-08-12,0.0,Land Sales,39.0,335000.0
Single Family Res,0.23,RESIDENTIAL,C," $81,524.00 "," $559,006.00 ",1793.0,1793.0,2008.0,3.5,One Story,2.0,0.0,1.0,1.0,1.0,0.0,0.0,594.0,2.0,,,,,,,,,,,,,,,,,475000.0,2022-03-15,0.0,Residential,30.0,475000.0
Single Family Res,0.23,RESIDENTIAL,C," $81,524.00 "," $559,006.00 ",1793.0,1793.0,2008.0,3.5,One Story,2.0,0.0,1.0,1.0,1.0,0.0,0.0,594.0,2.0,,,,,,,,,,,,,,,,,475000.0,2022-03-15,0.0,Land Sales,30.0,475000.0
Single Family Res,0.28,RESIDENTIAL,C," $88,588.00 "," $432,977.00 ",1049.0,1049.0,2012.0,3.5,One Story,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,800.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,417000.0,2025-03-03,0.0,Residential,73.0,417000.0
Single Family Res,0.28,RESIDENTIAL,C," $88,588.00 "," $432,977.00 ",1049.0,1049.0,2012.0,3.5,One Story,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,800.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,110000.0,2024-02-15,0.0,Residential,73.0,110000.0
Single Family Res,0.28,RESIDENTIAL,C," $88,588.00 "," $432,977.00 ",1049.0,1049.0,2012.0,3.5,One Story,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,800.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,417000.0,2025-03-03,0.0,Land Sales,73.0,417000.0
Single Family Res,0.28,RESIDENTIAL,C," $88,588.00 "," $432,977.00 ",1049.0,1049.0,2012.0,3.5,One Story,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,800.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,110000.0,2024-02-15,0.0,Land Sales,73.0,110000.0
Single Family Res,0.7,RESIDENTIAL,C," $130,456.00 "," $1,022,012.00 ",2876.0,2876.0,2018.0,4.5,One Story,4.0,0.0,0.79,1.0,1.0,0.0,0.0,989.0,4.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,120.0,0.0,,385000.0,2022-04-28,0.0,Residential,11.0,385000.0
Single Family Res,0.7,RESIDENTIAL,C," $130,456.00 "," $1,022,012.00 ",2876.0,2876.0,2018.0,4.5,One Story,4.0,0.0,0.79,1.0,1.0,0.0,0.0,989.0,4.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,120.0,0.0,,385000.0,2022-04-28,0.0,Land Sales,11.0,385000.0
Single Family Res,0.98,RESIDENTIAL,C," $150,379.00 "," $517,151.00 ",2756.0,0.0,1994.0,3.5,One and One Half,4.0,0.0,0.0,1.0,1.0,0.0,0.0,663.0,3.0,,,,,,,,,,,,,,,,,235000.0,2022-09-28,0.0,Residential,135.0,235000.0
Single Family Res,0.98,RESIDENTIAL,C," $150,379.00 "," $517,151.00 ",2756.0,0.0,1994.0,3.5,One and One Half,4.0,0.0,0.0,1.0,1.0,0.0,0.0,663.0,3.0,,,,,,,,,,,,,,,,,235000.0,2022-09-28,0.0,Land Sales,135.0,235000.0
Single Family Res,1.05,RESIDENTIAL,C," $153,146.00 "," $443,239.00 ",1975.0,0.0,1994.0,4.0,One and One Half,3.0,0.0,0.0,1.0,1.0,0.0,0.0,812.0,3.0,,,,,,,,,,,,,,,,,601999.0,2025-01-30,0.0,Residential,138.0,601999.0
Single Family Res,1.05,RESIDENTIAL,C," $153,146.00 "," $443,239.00 ",1975.0,0.0,1994.0,4.0,One and One Half,3.0,0.0,0.0,1.0,1.0,0.0,0.0,812.0,3.0,,,,,,,,,,,,,,,,,601999.0,2025-01-30,0.0,Land Sales,138.0,601999.0
Single Family Res,0.33,RESIDENTIAL,C," $94,954.00 "," $228,107.00 ",1584.0,0.0,1994.0,3.0,Two Story,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,200.0,0.0,,300000.0,2025-05-22,0.0,Residential,143.0,300000.0
Single Family Res,0.33,RESIDENTIAL,C," $94,954.00 "," $228,107.00 ",1584.0,0.0,1994.0,3.0,Two Story,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,200.0,0.0,,300000.0,2025-05-22,0.0,Land Sales,143.0,300000.0
Exempt,0.28,RESIDENTIAL,C, $-   , $-   ,1156.0,0.0,2000.0,3.0,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,721.0,2.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,260.0,0.0,,310000.0,2023-10-26,0.0,Residential,70.0,310000.0
Exempt,0.28,RESIDENTIAL,C, $-   , $-   ,1156.0,0.0,2000.0,3.0,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,721.0,2.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,260.0,0.0,,310000.0,2023-10-26,0.0,Land Sales,70.0,310000.0
Single Family Res,0.38,RESIDENTIAL,C," $89,986.00 "," $205,117.00 ",1040.0,0.0,1996.0,3.0,One Story,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,308.0,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,65.0,0.0,,185000.0,2025-12-05,0.0,Residential,78.0,185000.0
Single Family Res,0.38,RESIDENTIAL,C," $89,986.00 "," $205,117.00 ",1040.0,0.0,1996.0,3.0,One Story,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,308.0,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,65.0,0.0,,185000.0,2025-12-05,0.0,Land Sales,78.0,185000.0
Single Family Res,0.61,RESIDENTIAL,C," $109,900.00 "," $317,083.00 ",1782.0,0.0,1994.0,3.0,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,585.0,2.0,,,,,,,,,,,,,,,,,1300000.0,2024-02-29,0.0,Multi-Family,92.0,1300000.0
Single Family Res,0.43,RESIDENTIAL,C," $94,810.00 "," $302,284.00 ",1411.0,0.0,2002.0,3.0,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,560.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,220500.0,2024-08-13,0.0,Residential,104.0,220500.0
Single Family Res,0.43,RESIDENTIAL,C," $94,810.00 "," $302,284.00 ",1411.0,0.0,2002.0,3.0,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,560.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,220500.0,2024-08-13,0.0,Land Sales,104.0,220500.0
Single Family Res,0.376,RESIDENTIAL,C," $89,585.00 "," $294,989.00 ",2066.0,280.0,1997.0,3.0,One and One Half,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,335000.0,2023-01-24,0.0,Residential,96.0,335000.0
Single Family Res,0.376,RESIDENTIAL,C," $89,585.00 "," $294,989.00 ",2066.0,280.0,1997.0,3.0,One and One Half,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,335000.0,2023-01-24,0.0,Land Sales,96.0,335000.0
Single Family Res,0.31,RESIDENTIAL,C," $82,571.00 "," $464,500.00 ",1461.0,446.0,2009.0,3.5,One Story,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,294.0,0.0,,0.0,,2.0,380.0,0.0,,0.0,,1.0,100.0,0.0,,475000.0,2023-08-07,0.0,Residential,40.0,475000.0
Single Family Res,0.31,RESIDENTIAL,C," $82,571.00 "," $464,500.00 ",1461.0,446.0,2009.0,3.5,One Story,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,294.0,0.0,,0.0,,2.0,380.0,0.0,,0.0,,1.0,100.0,0.0,,475000.0,2023-08-07,0.0,Land Sales,40.0,475000.0
Single Family Res,0.53,RESIDENTIAL,C," $115,992.00 "," $307,817.00 ",990.0,990.0,1995.0,3.0,One Story,2.0,0.0,1.0,1.0,1.0,475.0,1.0,0.0,0.0,1.0,920.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,300000.0,2023-04-10,0.0,Residential,79.0,300000.0
Single Family Res,0.53,RESIDENTIAL,C," $115,992.00 "," $307,817.00 ",990.0,990.0,1995.0,3.0,One Story,2.0,0.0,1.0,1.0,1.0,475.0,1.0,0.0,0.0,1.0,920.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,300000.0,2023-04-10,0.0,Land Sales,79.0,300000.0
Single Family Res,0.27,RESIDENTIAL,C," $87,237.00 "," $412,038.00 ",1599.0,0.0,2024.0,3.5,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,533.0,2.0,,,,,,,,,,,,,,,,,412070.0,2024-10-18,0.0,Residential,2.0,412070.0
Single Family Res,0.27,RESIDENTIAL,C," $87,237.00 "," $412,038.00 ",1599.0,0.0,2024.0,3.5,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,533.0,2.0,,,,,,,,,,,,,,,,,412070.0,2024-10-18,0.0,Land Sales,2.0,412070.0
Single Family Res,0.27,RESIDENTIAL,C," $87,237.00 "," $397,782.00 ",1260.0,1260.0,2001.0,3.0,One Story,3.0,0.0,1.0,1.0,1.0,0.0,0.0,560.0,2.0,,,,,,,,,,,,,,,,,350000.0,2023-08-31,0.0,Residential,48.0,350000.0
Single Family Res,0.27,RESIDENTIAL,C," $87,237.00 "," $397,782.00 ",1260.0,1260.0,2001.0,3.0,One Story,3.0,0.0,1.0,1.0,1.0,0.0,0.0,560.0,2.0,,,,,,,,,,,,,,,,,350000.0,2023-08-31,0.0,Land Sales,48.0,350000.0
Single Family Res,0.26,RESIDENTIAL,C," $85,858.00 "," $218,472.00 ",794.0,0.0,2001.0,3.0,One Story,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,620.0,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,540.0,0.0,,273000.0,2022-08-26,0.0,Residential,75.0,273000.0
Single Family Res,0.26,RESIDENTIAL,C," $85,858.00 "," $218,472.00 ",794.0,0.0,2001.0,3.0,One Story,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,620.0,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,540.0,0.0,,273000.0,2022-08-26,0.0,Land Sales,75.0,273000.0
Single Family Res,0.53,RESIDENTIAL,C," $115,992.00 "," $287,783.00 ",935.0,935.0,1994.0,3.0,One Story,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,265.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,399900.0,2025-07-23,0.0,Residential,105.0,399900.0
Single Family Res,0.53,RESIDENTIAL,C," $115,992.00 "," $287,783.00 ",935.0,935.0,1994.0,3.0,One Story,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,265.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,237500.0,2023-10-05,0.0,Residential,105.0,237500.0
